date,open,high,low,close,volume
2023-03-13,1831.92,1858.55,1826.08,1855.83,24530
2023-03-14,1856.81,1870.76,1856.81,1870.56,28294
2023-03-15,1865.98,1901.81,1851.26,1901.12,16096
2023-03-16,1911.33,1914.5,1894.19,1898.81,45836
2023-03-17,1906.52,1908.53,1878.39,1885.67,19266
2023-03-20,1891.63,1897.02,1881.26,1883.55,17734
2023-03-21,1885.24,1891.73,1885.11,1891.37,28034
2023-03-22,1889.75,1899.72,1885.56,1897.31,8793
2023-03-23,1895.79,1896.87,1876.16,1877.51,14834
2023-03-24,1866.33,1890.5,1860.82,1884.29,35973
2023-03-27,1889.84,1893.69,1886.14,1893.47,9239
2023-03-28,1891.32,1954.51,1867.14,1946.37,38514
2023-03-29,1954.18,1982.4,1952.06,1973.96,46890
2023-03-30,1979.52,1980.08,1932.17,1937.96,18311
2023-03-31,1944.5,1954.63,1910.26,1912.73,25486
2023-04-03,1914.71,1915.16,1911.34,1912.73,38543
2023-04-04,1899.35,1947.0,1885.87,1941.97,17441
2023-04-05,1951.74,1964.58,1949.43,1961.15,33992
2023-04-06,1966.59,2005.83,1963.8,2003.06,15747
2023-04-07,2004.91,2020.48,2003.41,2019.03,17347
2023-04-10,2021.67,2033.78,1981.87,1983.3,14769
2023-04-11,1993.32,2000.19,1981.25,1982.94,26142
2023-04-12,1988.64,1996.55,1953.79,1958.89,39300
2023-04-13,1964.51,1978.83,1949.69,1950.96,20089
2023-04-14,1937.71,1995.44,1935.79,1987.32,11665
2023-04-17,1996.19,2024.79,1967.28,2002.2,12818
2023-04-18,1996.8,1999.41,1985.58,1986.96,26830
2023-04-19,1977.43,1978.85,1954.67,1966.95,55384
2023-04-20,1970.02,1972.79,1964.07,1971.71,26818
2023-04-21,1973.24,1977.42,1949.56,1950.62,18152
2023-04-24,1951.93,1955.5,1940.44,1945.17,32308
2023-04-25,1943.41,1965.28,1935.93,1962.17,19540
2023-04-26,1953.53,2032.47,1942.35,1993.99,18230
2023-04-27,1999.08,2007.84,1995.58,2007.2,13640
2023-04-28,2016.28,2020.75,1999.47,1999.77,44543
2023-05-01,2008.77,2014.51,1995.62,1999.77,6188
2023-05-02,1997.52,2002.36,1979.3,1980.96,32824
2023-05-03,1983.31,2028.82,1966.94,1968.46,17468
2023-05-04,1969.53,1979.69,1933.57,1937.57,17940
2023-05-05,1937.4,1940.28,1915.83,1921.31,51336
2023-05-08,1907.81,1922.97,1904.24,1917.39,15412
2023-05-09,1930.06,1950.12,1925.88,1938.55,15677
2023-05-10,1935.87,1980.36,1930.56,1978.77,20636
2023-05-11,1976.49,1990.12,1949.71,1949.79,27090
2023-05-12,1967.09,1970.63,1960.78,1961.0,17660
2023-05-15,1964.88,1965.7,1937.3,1941.02,10027
2023-05-16,1943.86,1961.22,1933.69,1954.99,14287
2023-05-17,1957.42,1958.86,1954.29,1955.27,41800
2023-05-18,1961.5,1968.32,1879.79,1920.2,22865
2023-05-19,1910.46,1959.91,1899.78,1946.62,27599
2023-05-22,1936.7,1956.82,1857.51,1939.04,19327
2023-05-23,1941.91,1944.77,1925.01,1934.61,15839
2023-05-24,1932.66,1932.86,1919.19,1921.03,50959
2023-05-25,1923.29,1928.3,1913.12,1919.66,20048
2023-05-26,1930.33,1951.72,1916.22,1942.35,17646
2023-05-29,1941.09,1957.89,1918.59,1951.05,38103
2023-05-30,1951.92,1976.49,1950.57,1970.63,15349
2023-05-31,1964.34,1994.64,1955.63,1992.13,16360
2023-06-01,1987.03,2006.64,1976.67,1992.13,22139
2023-06-02,1991.65,2004.16,1988.76,2003.97,22029
2023-06-05,2010.11,2011.45,1983.64,1989.12,25079
2023-06-06,1992.84,2017.74,1992.57,2012.15,62682
2023-06-07,2013.94,2016.14,1939.23,1956.07,26059
2023-06-08,1964.98,1968.47,1933.43,1938.46,6707
2023-06-09,1922.63,1926.37,1889.46,1903.08,25929
2023-06-12,1907.71,1933.07,1870.29,1888.34,22447
2023-06-13,1889.85,1918.15,1885.56,1897.07,22510
2023-06-14,1908.86,1931.62,1889.06,1896.59,24908
2023-06-15,1893.23,1896.99,1877.73,1894.88,21712
2023-06-16,1898.2,1906.11,1891.66,1895.55,21454
2023-06-19,1891.45,1908.43,1888.85,1903.99,29927
2023-06-20,1893.11,1899.11,1885.89,1887.26,16797
2023-06-21,1878.14,1912.5,1870.55,1907.72,13713
2023-06-22,1912.36,1927.2,1908.53,1925.57,99896
2023-06-23,1922.69,1936.56,1921.06,1935.85,15399
2023-06-26,1938.95,1950.62,1930.98,1948.21,23157
2023-06-27,1941.33,1995.94,1873.39,1953.01,10427
2023-06-28,1950.32,1996.51,1944.18,1989.85,23347
2023-06-29,1988.56,1995.84,1965.9,1972.48,13813
2023-06-30,1962.48,1978.53,1941.56,1942.9,17654
2023-07-03,1942.36,1973.26,1933.3,1942.9,37143
2023-07-04,1939.45,1961.62,1928.35,1936.05,27889
2023-07-05,1931.35,1945.84,1926.3,1933.75,29266
2023-07-06,1949.49,1951.28,1947.07,1947.84,9085
2023-07-07,1953.26,1963.79,1906.84,1911.22,55185
2023-07-10,1908.39,1921.11,1900.61,1917.0,12137
2023-07-11,1914.01,1915.46,1909.77,1910.9,47300
2023-07-12,1917.1,1972.85,1898.01,1952.68,36708
2023-07-13,1937.33,1958.61,1935.18,1948.85,29397
2023-07-14,1956.24,1990.63,1955.91,1984.75,14364
2023-07-17,1991.85,2001.85,1952.18,1958.31,23760
2023-07-18,1956.84,1970.21,1951.79,1970.12,17405
2023-07-19,1963.19,1975.47,1960.33,1974.97,22348
2023-07-20,1964.5,1967.19,1946.21,1954.06,19439
2023-07-21,1953.42,1985.86,1934.72,1957.36,7948
2023-07-24,1951.22,1986.1,1938.78,1981.51,38595
2023-07-25,1973.84,1979.47,1969.05,1969.79,21151
2023-07-26,1973.47,1975.74,1931.28,1932.57,17285
2023-07-27,1937.69,1952.01,1916.96,1936.83,16644
2023-07-28,1943.44,1956.75,1901.14,1925.4,26350
2023-07-31,1926.04,1969.29,1920.8,1951.02,14088
2023-08-01,1962.53,1966.37,1930.71,1951.02,7132
2023-08-02,1951.1,1953.55,1940.69,1941.58,26999
2023-08-03,1941.98,1942.72,1920.29,1921.43,28553
2023-08-04,1933.22,1933.33,1919.12,1921.55,19934
2023-08-07,1921.83,1924.23,1914.72,1915.06,12407
2023-08-08,1910.2,1917.14,1888.6,1893.91,23028
2023-08-09,1882.44,1949.73,1870.55,1938.56,10590
2023-08-10,1945.33,1980.95,1938.73,1975.8,13179
2023-08-11,1978.12,2002.41,1973.45,1996.94,15133
2023-08-14,1996.04,2000.54,1968.58,1971.64,33589
2023-08-15,1970.28,1987.91,1967.03,1986.28,18374
2023-08-16,1982.04,1996.26,1981.18,1994.85,17607
2023-08-17,1996.7,2004.16,1978.17,1997.96,58533
2023-08-18,1990.08,2062.34,1989.38,2017.7,26271
2023-08-21,2017.91,2022.98,2014.32,2021.34,26094
2023-08-22,2024.07,2045.81,2017.27,2025.63,18309
2023-08-23,2020.45,2028.94,2005.79,2025.59,16347
2023-08-24,2038.29,2046.33,2017.01,2017.16,7381
2023-08-25,2029.23,2030.95,1959.03,1963.82,35752
2023-08-28,1985.17,1991.87,1947.18,1956.37,27560
2023-08-29,1953.96,1958.9,1936.11,1936.28,20139
2023-08-30,1938.11,1940.16,1905.07,1907.66,20565
2023-08-31,1895.13,1925.78,1884.74,1918.7,31827
2023-09-01,1911.46,1932.64,1907.78,1918.7,10123
2023-09-04,1926.84,1938.58,1909.33,1917.33,16400
2023-09-05,1911.9,1921.52,1911.67,1919.04,12479
2023-09-06,1917.01,1924.72,1894.4,1904.25,53410
2023-09-07,1907.35,1928.88,1905.65,1922.42,34126
2023-09-08,1921.46,1932.23,1858.2,1893.87,7322
2023-09-11,1892.42,1893.38,1872.04,1886.79,10333
2023-09-12,1881.97,1884.33,1874.02,1876.66,20616
2023-09-13,1882.97,1900.66,1871.96,1878.48,17392
2023-09-14,1887.22,1893.58,1869.7,1887.06,11359
2023-09-15,1887.83,1888.84,1857.39,1868.89,58243
2023-09-18,1867.81,1888.87,1867.48,1887.85,25752
2023-09-19,1887.89,1897.51,1879.98,1891.92,27928
2023-09-20,1893.91,1902.49,1855.99,1856.64,15583
2023-09-21,1862.59,1864.52,1817.55,1825.63,31607
2023-09-22,1828.68,1841.63,1824.26,1838.03,18211
2023-09-25,1840.13,1858.26,1728.71,1846.57,19116
2023-09-26,1835.77,1860.55,1830.27,1858.29,29896
2023-09-27,1853.79,1879.01,1821.41,1872.02,9754
2023-09-28,1872.01,1897.5,1871.44,1890.5,48948
2023-09-29,1884.06,1916.18,1875.36,1915.95,24129
2023-10-02,1918.11,1919.7,1913.09,1915.95,41792
2023-10-03,1925.62,1951.24,1908.4,1910.54,12865
2023-10-04,1912.83,1913.84,1894.1,1895.18,13882
2023-10-05,1900.5,1917.92,1899.24,1915.7,12320
2023-10-06,1919.84,1920.07,1916.01,1916.46,24962
2023-10-09,1914.02,1917.13,1900.34,1910.49,22765
2023-10-10,1919.88,1928.86,1902.93,1908.6,17462
2023-10-11,1901.98,1914.4,1901.19,1913.76,13266
2023-10-12,1917.79,1928.06,1916.28,1926.9,11692
2023-10-13,1930.94,1939.33,1855.0,1905.21,21498
2023-10-16,1905.44,1909.81,1879.59,1884.55,17451
2023-10-17,1885.85,1912.53,1883.03,1909.94,15633
2023-10-18,1909.93,1915.89,1893.41,1902.02,47740
2023-10-19,1906.4,1916.43,1867.45,1874.64,21138
2023-10-20,1875.29,1895.12,1870.94,1888.16,41565
2023-10-23,1891.65,1905.44,1878.94,1900.97,16871
2023-10-24,1899.65,1912.78,1865.41,1872.81,24894
2023-10-25,1882.21,1885.43,1881.69,1884.45,21423
2023-10-26,1887.3,1910.05,1885.69,1904.92,9425
2023-10-27,1912.28,1915.2,1904.82,1914.78,44988
2023-10-30,1917.74,1927.72,1914.65,1926.51,20587
2023-10-31,1919.22,1923.2,1913.96,1916.25,31990
2023-11-01,1926.57,1931.8,1909.58,1916.25,15123
2023-11-02,1923.63,1928.1,1920.16,1924.11,20283
2023-11-03,1916.94,1965.65,1910.85,1955.26,14279
2023-11-06,1963.95,2034.59,1960.99,2018.39,40863
2023-11-07,2010.5,2010.78,2003.34,2003.56,25737
2023-11-08,2011.3,2036.03,2006.74,2034.4,26463
2023-11-09,2037.52,2039.26,2035.19,2036.86,43438
2023-11-10,2035.58,2041.11,2029.84,2030.15,39268
2023-11-13,2028.46,2058.26,2022.11,2036.67,32295
2023-11-14,2031.93,2036.88,2011.37,2034.25,10819
2023-11-15,2034.68,2035.79,2031.72,2032.79,15555
2023-11-16,2044.71,2098.22,2005.2,2019.72,13333
2023-11-17,2019.82,2023.56,1983.17,1986.2,31690
2023-11-20,1993.1,1995.24,1942.12,1953.29,23988
2023-11-21,1955.1,1974.74,1954.41,1970.4,10990
2023-11-22,1970.41,2010.74,1943.0,1966.33,20042
2023-11-23,1958.41,1959.44,1950.48,1956.58,10435
2023-11-24,1950.03,1984.78,1932.83,1961.31,21448
2023-11-27,1958.57,1987.1,1949.72,1981.76,9626
2023-11-28,1980.98,1986.82,1963.04,1985.87,28693
2023-11-29,1980.72,1981.34,1972.56,1973.26,26608
2023-11-30,1964.41,1991.76,1958.36,1984.11,57180
2023-12-01,1979.72,1989.51,1973.05,1984.11,33655
2023-12-04,1999.57,2002.54,1984.22,1985.86,17828
2023-12-05,1984.6,2005.91,1946.78,1957.85,33157
2023-12-06,1945.83,1984.4,1912.74,1954.55,10950
2023-12-07,1954.26,1972.24,1943.07,1966.37,13612
2023-12-08,1960.35,1987.42,1956.98,1983.16,26018
2023-12-11,1986.94,1990.44,1975.6,1982.75,7486
2023-12-12,1974.78,2022.12,1967.74,2019.22,21620
2023-12-13,2019.4,2046.11,2009.26,2042.07,13225
2023-12-14,2050.96,2070.48,2028.99,2035.15,23170
2023-12-15,2042.39,2051.74,2039.27,2051.03,12850
2023-12-18,2049.84,2109.58,2022.33,2092.04,27231
2023-12-19,2086.38,2136.11,2080.92,2129.81,22240
2023-12-20,2135.43,2151.09,2086.07,2090.41,44363
2023-12-21,2097.53,2103.2,2058.72,2061.91,22100
2023-12-22,2061.56,2093.68,2057.92,2089.08,14998
2023-12-25,2093.71,2105.35,2044.84,2055.82,19468
2023-12-26,2053.2,2057.02,2022.4,2022.55,11247
2023-12-27,2018.42,2025.18,2009.77,2013.82,26985
2023-12-28,2022.01,2075.71,2002.29,2025.8,29582
2023-12-29,2026.21,2030.1,2026.04,2026.18,75704
2024-01-01,2018.06,2032.42,2014.33,2026.18,16140
2024-01-02,2030.08,2076.33,2022.15,2072.05,19266
2024-01-03,2061.61,2099.93,2053.77,2089.3,16516
2024-01-04,2089.14,2094.79,2071.23,2090.55,24490
2024-01-05,2092.64,2094.97,2063.61,2077.59,26658
2024-01-08,2064.36,2077.35,2060.94,2066.25,21446
2024-01-09,2069.15,2079.36,2002.25,2016.58,37917
2024-01-10,2035.26,2037.21,2022.28,2023.33,16179
2024-01-11,2026.35,2049.11,2012.39,2042.87,36065
2024-01-12,2045.14,2052.91,2006.41,2007.33,28832
2024-01-15,2005.61,2013.87,1992.5,1994.76,21894
2024-01-16,2007.78,2010.42,1969.17,1972.72,18817
2024-01-17,1969.97,1971.04,1954.54,1957.14,74112
2024-01-18,1945.64,1968.78,1942.03,1965.15,14639
2024-01-19,1957.63,1976.07,1914.0,1928.21,25564
2024-01-22,1918.3,1956.14,1903.75,1952.47,15136
2024-01-23,1952.31,1981.12,1951.39,1978.24,53788
2024-01-24,1980.2,2001.15,1932.81,1980.89,34317
2024-01-25,1978.75,1992.6,1938.46,1939.21,15690
2024-01-26,1947.46,1951.48,1927.19,1938.13,28461
2024-01-29,1933.7,1994.38,1926.2,1985.57,25055
2024-01-30,1972.97,1985.6,1946.95,1950.77,17012
2024-01-31,1954.6,2052.83,1949.45,2034.04,32179
2024-02-01,2036.74,2039.67,2019.31,2034.04,26759
2024-02-02,2039.75,2046.71,2021.02,2028.94,24534
2024-02-05,2027.07,2036.35,2000.18,2017.66,21569
2024-02-06,2019.29,2020.54,1996.65,2005.06,27324
2024-02-07,1996.57,2029.95,1991.98,2021.48,24703
2024-02-08,2011.94,2029.66,2007.16,2027.29,22686
2024-02-09,2043.39,2048.73,2031.25,2041.59,15986
2024-02-12,2039.33,2040.93,2036.85,2040.16,51373
2024-02-13,2050.37,2053.89,2049.81,2050.42,13027
2024-02-14,2062.91,2067.51,2035.52,2038.99,27277
2024-02-15,2033.07,2098.38,2032.63,2087.6,18767
2024-02-16,2078.48,2101.46,2018.22,2046.67,53091
2024-02-19,2047.44,2072.41,2017.93,2072.24,14020
2024-02-20,2070.89,2108.2,2063.23,2097.18,15250
2024-02-21,2094.39,2103.52,2057.58,2069.0,13562
2024-02-22,2069.81,2117.68,2063.1,2111.24,25893
2024-02-23,2117.55,2123.42,2114.62,2118.02,11086
2024-02-26,2113.59,2120.23,2112.32,2119.49,17339
2024-02-27,2116.94,2121.23,2080.33,2095.58,7508
2024-02-28,2100.67,2108.61,2058.26,2067.02,24840
2024-02-29,2076.36,2078.61,2017.94,2023.24,17152
2024-03-01,2031.51,2035.68,2022.03,2023.24,10466
2024-03-04,2027.07,2035.78,1972.35,1982.69,37903
2024-03-05,1996.28,2004.36,1971.96,1990.16,11454
2024-03-06,1983.87,2047.67,1969.5,2043.21,32809
2024-03-07,2044.85,2054.47,2044.5,2052.41,15513
2024-03-08,2040.02,2065.17,2036.32,2060.02,49059
2024-03-11,2049.07,2083.4,2045.97,2078.48,32041
2024-03-12,2068.77,2109.63,2063.06,2104.23,13306
2024-03-13,2110.03,2113.76,2061.19,2062.52,13925
2024-03-14,2056.8,2069.41,2023.61,2032.13,29814
2024-03-15,2024.1,2050.34,2016.83,2047.0,19318
2024-03-18,2047.17,2048.04,2040.98,2041.01,20238
2024-03-19,2030.95,2082.02,2015.92,2081.59,41610
2024-03-20,2065.97,2087.77,2065.35,2082.92,15148
2024-03-21,2086.82,2087.81,2036.21,2049.67,23055
2024-03-22,2033.39,2048.29,2028.4,2037.5,35500
2024-03-25,2027.92,2030.75,1987.5,1999.39,33009
2024-03-26,2001.96,2026.98,2000.74,2025.34,20336
2024-03-27,2036.23,2054.59,2022.35,2053.92,19063
2024-03-28,2062.77,2085.03,2040.28,2079.85,9233
2024-03-29,2083.45,2161.26,2077.73,2158.01,12989
2024-04-01,2151.92,2158.04,2151.41,2158.01,25827
2024-04-02,2165.99,2193.56,2165.81,2172.53,20559
2024-04-03,2171.03,2182.88,2127.28,2173.77,22867
2024-04-04,2178.57,2181.35,2176.38,2180.37,37035
2024-04-05,2189.06,2191.9,2187.54,2189.97,12165
2024-04-08,2199.47,2202.04,2179.66,2181.24,19573
2024-04-09,2169.64,2214.28,2164.68,2202.66,24205
2024-04-10,2203.62,2315.15,2200.56,2282.36,15489
2024-04-11,2296.37,2307.1,2238.09,2241.54,45059
2024-04-12,2241.56,2258.32,2241.24,2255.82,34693
2024-04-15,2243.59,2245.69,2241.18,2242.9,25465
2024-04-16,2230.61,2268.88,2221.48,2264.29,54020
2024-04-17,2262.13,2291.22,2251.77,2271.46,10410
2024-04-18,2280.97,2301.4,2276.54,2296.13,21941
2024-04-19,2298.07,2334.54,2294.75,2329.12,26454
2024-04-22,2316.69,2343.87,2293.9,2334.17,13942
2024-04-23,2337.43,2376.31,2326.71,2361.68,25600
2024-04-24,2363.31,2370.77,2297.98,2300.12,12666
2024-04-25,2281.99,2367.39,2276.38,2343.85,31109
2024-04-26,2345.92,2351.62,2338.01,2349.38,37380
2024-04-29,2331.27,2367.86,2322.62,2366.89,25239
2024-04-30,2367.91,2372.05,2326.7,2331.45,8721
2024-05-01,2343.2,2351.98,2326.96,2331.45,13583
2024-05-02,2325.31,2327.71,2294.19,2297.94,29212
2024-05-03,2304.93,2333.42,2298.31,2327.18,22261
2024-05-06,2322.7,2331.82,2267.78,2292.58,5727
2024-05-07,2310.33,2311.28,2262.96,2278.72,41003
2024-05-08,2272.7,2343.85,2260.35,2331.43,23584
2024-05-09,2330.29,2375.22,2315.53,2361.68,14624
2024-05-10,2384.36,2384.8,2355.77,2363.6,36224
2024-05-13,2377.35,2381.81,2318.34,2338.54,15697
2024-05-14,2340.22,2361.96,2313.82,2325.85,15611
2024-05-15,2326.61,2361.11,2304.51,2329.51,26348
2024-05-16,2339.15,2362.47,2327.71,2332.12,53665
2024-05-17,2340.19,2340.37,2325.4,2331.4,49602
2024-05-20,2329.02,2340.38,2321.0,2332.41,26366
2024-05-21,2331.24,2334.54,2328.6,2328.9,27755
2024-05-22,2332.41,2335.41,2295.02,2295.69,32720
2024-05-23,2280.74,2289.98,2280.5,2289.97,11748
2024-05-24,2297.47,2370.83,2290.53,2320.79,30396
2024-05-27,2320.73,2323.28,2289.44,2293.11,15259
2024-05-28,2300.39,2302.03,2286.91,2300.17,25828
2024-05-29,2306.2,2316.47,2280.25,2294.26,19658
2024-05-30,2299.53,2332.9,2289.72,2315.45,28299
2024-05-31,2313.67,2351.69,2302.71,2351.13,23366
2024-06-03,2348.74,2355.39,2342.54,2351.13,4738
2024-06-04,2349.78,2366.15,2330.35,2360.68,24087
2024-06-05,2365.95,2394.48,2351.09,2373.98,30365
2024-06-06,2376.32,2376.84,2372.1,2373.61,27528
2024-06-07,2370.62,2379.31,2368.84,2376.55,20925
2024-06-10,2371.57,2388.7,2337.23,2366.65,50065
2024-06-11,2372.53,2437.14,2333.07,2402.54,25737
2024-06-12,2408.47,2417.32,2371.58,2373.55,27414
2024-06-13,2357.39,2361.21,2354.06,2354.78,37132
2024-06-14,2342.31,2360.11,2336.63,2352.68,26404
2024-06-17,2343.6,2380.39,2326.88,2372.73,14058
2024-06-18,2360.24,2362.98,2323.66,2330.22,6508
2024-06-19,2325.83,2334.36,2295.55,2297.39,17351
2024-06-20,2302.23,2302.72,2249.58,2251.8,32224
2024-06-21,2248.21,2267.43,2245.37,2263.09,18461
2024-06-24,2267.35,2311.9,2133.3,2247.36,32878
2024-06-25,2242.66,2258.3,2223.51,2254.15,23726
2024-06-26,2245.78,2312.03,2230.97,2286.82,41941
2024-06-27,2286.39,2295.4,2270.6,2286.33,19003
2024-06-28,2293.07,2342.76,2289.24,2326.44,27828
2024-07-01,2328.14,2340.42,2310.19,2326.44,28365
2024-07-02,2324.17,2325.45,2302.37,2307.32,46667
2024-07-03,2305.2,2350.54,2301.36,2344.74,9383
2024-07-04,2346.64,2349.58,2307.0,2312.45,17514
2024-07-05,2310.59,2359.1,2294.47,2358.1,33666
2024-07-08,2347.38,2378.81,2345.14,2359.33,47712
2024-07-09,2372.0,2373.39,2326.88,2331.43,24835
2024-07-10,2331.68,2334.29,2317.0,2317.97,19027
2024-07-11,2319.54,2327.66,2288.84,2302.55,32162
2024-07-12,2305.61,2307.26,2269.92,2276.79,34008
2024-07-15,2277.47,2289.17,2277.01,2287.63,18401
2024-07-16,2283.5,2296.48,2246.32,2265.44,25981
2024-07-17,2268.79,2281.66,2212.68,2222.97,39745
2024-07-18,2222.26,2245.83,2213.5,2229.19,56682
2024-07-19,2219.62,2234.42,2202.18,2202.41,31930
2024-07-22,2214.36,2214.41,2204.23,2205.54,22517
2024-07-23,2209.91,2210.0,2202.66,2207.37,21438
2024-07-24,2208.34,2214.66,2206.87,2213.33,29105
2024-07-25,2217.59,2296.77,2201.98,2290.07,20788
2024-07-26,2300.28,2316.84,2297.74,2312.62,24217
2024-07-29,2313.51,2343.82,2303.89,2339.35,12978
2024-07-30,2331.46,2335.06,2317.75,2320.33,42130
2024-07-31,2335.51,2415.49,2323.04,2398.2,12455
2024-08-01,2397.94,2399.94,2395.14,2398.2,17746
2024-08-02,2386.75,2426.09,2385.23,2419.06,23127
2024-08-05,2408.5,2435.13,2397.14,2434.85,59604
2024-08-06,2427.28,2441.53,2420.79,2439.35,17830
2024-08-07,2440.67,2451.66,2409.55,2410.9,15787
2024-08-08,2407.07,2438.67,2405.39,2434.64,16723
2024-08-09,2439.86,2445.71,2403.43,2404.11,50485
2024-08-12,2410.53,2448.57,2389.07,2439.02,5398
2024-08-13,2451.86,2541.62,2442.32,2518.7,13341
2024-08-14,2525.32,2527.37,2519.7,2525.29,86305
2024-08-15,2516.31,2539.49,2511.85,2537.07,29597
2024-08-16,2541.36,2543.96,2511.51,2517.92,12670
2024-08-19,2515.7,2516.8,2462.64,2464.83,21569
2024-08-20,2471.31,2471.66,2443.15,2449.43,22782
2024-08-21,2449.99,2451.02,2411.44,2423.24,33626
2024-08-22,2418.93,2425.13,2391.49,2392.06,55257
2024-08-23,2411.16,2449.23,2405.45,2446.91,26749
2024-08-26,2443.98,2460.62,2442.88,2457.7,16816
2024-08-27,2468.25,2470.11,2464.67,2469.68,32648
2024-08-28,2472.99,2479.98,2452.81,2462.31,15535
2024-08-29,2470.17,2470.82,2460.66,2460.98,13138
2024-08-30,2467.11,2482.86,2464.46,2470.15,9136
2024-09-02,2470.58,2474.0,2466.09,2470.15,10071
2024-09-03,2467.01,2498.32,2411.69,2491.35,14069
2024-09-04,2482.87,2504.87,2479.88,2504.44,12223
2024-09-05,2500.45,2516.13,2464.84,2485.57,25761
2024-09-06,2477.71,2509.4,2475.28,2508.88,12091
2024-09-09,2493.09,2494.79,2489.77,2491.99,4574
2024-09-10,2485.11,2486.66,2481.68,2482.57,13069
2024-09-11,2487.69,2492.17,2455.81,2462.75,17397
2024-09-12,2466.42,2509.37,2459.67,2505.67,16273
2024-09-13,2514.03,2560.61,2498.13,2527.98,47087
2024-09-16,2528.1,2548.58,2525.49,2548.18,16207
2024-09-17,2535.34,2592.43,2534.49,2584.83,34216
2024-09-18,2577.86,2666.73,2575.29,2662.76,21818
2024-09-19,2668.01,2677.16,2588.32,2604.32,21565
2024-09-20,2594.8,2624.87,2562.25,2579.79,14505
2024-09-23,2570.65,2570.81,2560.26,2561.85,21388
2024-09-24,2559.19,2573.58,2515.94,2540.82,15024
2024-09-25,2548.98,2553.38,2507.84,2519.06,23980
2024-09-26,2512.68,2527.12,2510.26,2524.39,19572
2024-09-27,2523.67,2546.68,2501.25,2511.24,13734
2024-09-30,2501.16,2573.97,2486.11,2570.55,36168
2024-10-01,2570.67,2575.13,2563.17,2570.55,27266
2024-10-02,2573.73,2614.57,2563.86,2591.42,17605
2024-10-03,2577.53,2588.75,2516.52,2528.35,23688
2024-10-04,2524.69,2540.18,2470.94,2513.9,21122
2024-10-07,2507.5,2528.5,2503.95,2526.29,14274
2024-10-08,2518.65,2546.41,2504.03,2529.2,22816
2024-10-09,2524.96,2551.65,2489.14,2551.28,16147
2024-10-10,2553.55,2584.9,2537.18,2581.56,13732
2024-10-11,2582.05,2608.22,2579.96,2605.56,9785
